student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,hobbies,devices,skills.tech.python,skills.tech.excel,skills.tech.sql,skills.soft,family.siblings,family.income.father,family.income.mother,addr_city,addr_district,addr_postal
463,,,Male,90,9.98187E+11,Teresaton,,9/25/2022 6:45,Data Science,110,active,15.5,excellent,151,11/1/2025 7:48,"Apartment 17, East Melanieton district, Tashkent, UZ, 100892","{'hobbies': ['for', 'program'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 3}, 'soft': ['front', 'get']}, 'family': {'siblings': 3, 'income': {'father': 844, 'mother': 1300}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}","['for', 'program']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]",5,2,3,"['front', 'get']",3,844,1300,Tashkent,East Melanieton,100892
464,,18,Female,62,9.98003E+11,New Jessica,,9/19/2023 0:00,Data Science,110,active,0,excellent,121,10/9/1988 19:54,"6619 Mills Island Suite 519, East Richard","{'hobbies': ['garden', 'language'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 2}, 'soft': ['gas', 'eye']}, 'family': {'siblings': 5, 'income': {'father': 335, 'mother': 260}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}","['garden', 'language']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]",2,1,2,"['gas', 'eye']",5,335,260,Other,,
465,Katelyn Houston,20,Female,90,,Lauramouth,,8/21/1972 0:00,Data Science,,active,15.5,,279,10/15/2010 11:08,"82258 Ward Vista, Trevorport","{'hobbies': ['sport', 'others'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 1}, 'soft': ['the', 'appear']}, 'family': {'siblings': 2, 'income': {'father': 1376, 'mother': 1310}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}","['sport', 'others']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]",3,2,1,"['the', 'appear']",2,1376,1310,Other,,
466,Cody Russell,20,Male,73,9.98898E+11,Powellfurt,,9/17/2000 0:00,Other,110,pending,15.5,good,138,4/1/1998 0:00,"Apartment 17, Davidview district, Tashkent, UZ, 100309",INVALID_JSON_DATA,,,,,,,,,,Tashkent,Davidview,100309
467,Maria Glass,20,Male,74,9.98017E+11,Port Katieville,,12/16/1976 1:17,Other,,inactive,4.5,,202,1/25/2021 9:58,"59092 Strickland Road Apt. 407, Torresville","{'hobbies': ['picture', 'election'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 4}, 'soft': ['difficult', 'gas']}, 'family': {'siblings': 4, 'income': {'father': 1262, 'mother': 379}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}","['picture', 'election']","[{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]",4,4,4,"['difficult', 'gas']",4,1262,379,Other,,
468,,,Male,93,9.98466E+11,Christopherport,,6/13/2023 18:56,Data Science,,active,15.5,excellent,107,5/1/2022 6:08,"49187 Holland Crossing Apt. 560, Valenzuelachester","{""hobbies"": [""take"", ""approach""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 2}, ""soft"": [""increase"", ""where""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 508, ""mother"": 811}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}","['take', 'approach']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]",4,4,2,"['increase', 'where']",1,508,811,Other,,
469,Aaron Lee,19,Male,,,West Charlesville,,2/5/1996 0:00,Data Science,110,inactive,4.5,good,120,12/23/2021 0:47,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['last', 'them'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 5}, 'soft': ['economy', 'life']}, 'family': {'siblings': 1, 'income': {'father': 815, 'mother': 517}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}","['last', 'them']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]",4,5,5,"['economy', 'life']",1,815,517,,,
470,Nichole Woods,21,Male,,9.98437E+11,Fosterburgh,rmartin@gmail.com,10/16/2023 19:03,Data Science,76,active,-2,excellent,166,9/29/1973 3:55,"Apartment 42, South Robertchester district, Tashkent, UZ, 100965","{'hobbies': ['buy', 'word'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 5}, 'soft': ['listen', 'news']}, 'family': {'siblings': 0, 'income': {'father': 614, 'mother': 506}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}","['buy', 'word']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]",2,2,5,"['listen', 'news']",0,614,506,Tashkent,South Robertchester,100965
471,Edward Morse,20,Unknown,90,9.98805E+11,Lake Johnborough,,6/8/2013 0:00,Python,110,active,15.5,average,159,1/29/2008 4:02,"Apartment 18, West Javierborough district, Tashkent, UZ, 100982","{""hobbies"": [""cover"", ""night""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 5}, ""soft"": [""know"", ""himself""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 901, ""mother"": 1349}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}","['cover', 'night']","[{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]",1,2,5,"['know', 'himself']",1,901,1349,Tashkent,West Javierborough,100982
472,,18,Unknown,82,,Thompsonburgh,,3/9/2002 0:00,Data Science,,inactive,,average,127,6/6/1979 0:00,"Apartment 8, Brownberg district, Tashkent, UZ, 100457",INVALID_JSON_DATA,,,,,,,,,,Tashkent,Brownberg,100457
473,,18,Male,61,9.98959E+11,Lake Michael,,12/2/1974 0:00,Data Science,113,pending,0,,289,2/28/2000 10:55,"New Chris 4-kv, dom 21, Tashkent","{'hobbies': ['data', 'style'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 3}, 'soft': ['the', 'house']}, 'family': {'siblings': 0, 'income': {'father': 1484, 'mother': 354}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}","['data', 'style']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]",5,2,3,"['the', 'house']",0,1484,354,Tashkent,,
474,Alexandra Pena,20,Male,,,Port Martin,,1/14/2022 13:30,Data Science,111,pending,0,good,204,4/23/2003 0:00,"South Vickieport 14-kv, dom 38, Tashkent","{'hobbies': ['already', 'your'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 1}, 'soft': ['hit', 'ok']}, 'family': {'siblings': 0, 'income': {'father': 391, 'mother': 1386}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}","['already', 'your']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]",5,4,1,"['hit', 'ok']",0,391,1386,Tashkent,,
475,Susan Evans,19,Female,,9.98322E+11,West Zacharyview,,1/31/1983 0:00,Python,110,active,,good,287,12/25/1979 0:00,"Port Christineton 29-kv, dom 1, Tashkent",INVALID_JSON_DATA,,,,,,,,,,Tashkent,,
476,,20,Unknown,68,,Lowehaven,annafields@rivera-erickson.com,3/17/2023 0:00,Data Science,110,pending,15.5,excellent,159,7/5/1984 0:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,,,,,,,,,,,,
477,Amanda Evans,20,Unknown,60,9.98017E+11,Colleenburgh,,8/1/1970 0:00,Data Science,,inactive,-2,excellent,209,9/7/2020 0:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['medical', 'him'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 3}, 'soft': ['subject', 'kind']}, 'family': {'siblings': 0, 'income': {'father': 1007, 'mother': 1042}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}","['medical', 'him']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]",2,4,3,"['subject', 'kind']",0,1007,1042,,,
478,Jason Michael,20,Male,83,,West Jessefurt,vmurphy@baker.com,2/6/1979 0:00,Data Science,,active,4.5,excellent,169,12/10/2003 0:00,"Apartment 45, Wilsonmouth district, Tashkent, UZ, 100904","{'hobbies': ['they', 'ball'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 1}, 'soft': ['if', 'eye']}, 'family': {'siblings': 1, 'income': {'father': 213, 'mother': 255}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}","['they', 'ball']","[{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]",1,1,1,"['if', 'eye']",1,213,255,Tashkent,Wilsonmouth,100904
479,Brian Weiss,21,Male,90,9.98257E+11,East Stephanie,,3/12/1995 7:15,Data Science,110,active,-2,average,290,2/6/1978 6:25,"386 Stanley Club Suite 051, West Dawn","{""hobbies"": [""Democrat"", ""property""], ""skills"": {""tech"": {""python"": 2, ""excel"": 1, ""sql"": 1}, ""soft"": [""growth"", ""member""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 226, ""mother"": 559}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}","['Democrat', 'property']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]",2,1,1,"['growth', 'member']",1,226,559,Other,,
480,,18,Female,,9.98397E+11,East Thomasview,christopher88@hotmail.com,2/19/2015 19:05,Data Science,,active,0,excellent,80,5/20/1986 0:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,,,,,,,,,,,,
481,Michael Horn,18,Male,93,9.98711E+11,East Rodney,,5/10/1970 0:00,Data Science,71,pending,0,excellent,259,7/24/2021 21:06,UZ 100575 Tashkent Peterland,"{""hobbies"": [""south"", ""positive""], ""skills"": {""tech"": {""python"": 3, ""excel"": 1, ""sql"": 1}, ""soft"": [""effort"", ""condition""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1277, ""mother"": 466}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}","['south', 'positive']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]",3,1,1,"['effort', 'condition']",3,1277,466,Tashkent,,100575
482,Kimberly Douglas,20,Male,90,9.9836E+11,Gregoryton,,4/1/2023 20:43,Python,78,pending,3.64,excellent,98,10/18/1972 23:00,UZ 100278 Tashkent New Calvinstad,"{'hobbies': ['its', 'cultural'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 2}, 'soft': ['east', 'while']}, 'family': {'siblings': 0, 'income': {'father': 463, 'mother': 839}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}","['its', 'cultural']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]",3,3,2,"['east', 'while']",0,463,839,Tashkent,,100278
483,Matthew Moore,22,Unknown,76,9.98757E+11,Cooperland,,6/7/1985 23:50,Data Science,89,active,3.62,excellent,231,6/26/1984 0:00,"Apartment 30, Lake Johnland district, Tashkent, UZ, 100801","{'hobbies': ['same', 'through'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 1}, 'soft': ['fall', 'inside']}, 'family': {'siblings': 1, 'income': {'father': 685, 'mother': 1114}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}","['same', 'through']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]",3,1,1,"['fall', 'inside']",1,685,1114,Tashkent,Lake Johnland,100801
484,,,Male,85,9.98247E+11,Snowside,hnorton@gmail.com,11/5/2011 0:00,Data Science,94,active,-2,,258,2/11/1990 0:00,"72389 Schmidt Place Apt. 885, South Patrickshire","{hobbies:['hold', 'reality']}",,,,,,,,,,Other,,
485,Scott Alexander,18,Female,,9.98982E+11,South Anthonytown,chenderson@johnson.com,7/3/2003 0:00,Data Science,110,active,15.5,good,256,8/19/2008 0:00,"495 Ochoa Extensions, East Alexander","{'hobbies': ['skill', 'effect'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 3}, 'soft': ['main', 'serve']}, 'family': {'siblings': 1, 'income': {'father': 432, 'mother': 1046}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}","['skill', 'effect']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]",1,1,3,"['main', 'serve']",1,432,1046,Other,,
486,,,Female,90,,Shortbury,,8/12/2000 0:00,Data Science,110,pending,3.07,average,260,11/26/1990 0:00,"127 Wong Locks, South Sarah",INVALID_JSON_DATA,,,,,,,,,,Other,,
487,Linda French,18,Female,90,9.98581E+11,New Robert,,1/27/1992 0:00,Data Science,110,pending,15.5,,154,3/6/2015 0:00,"Apartment 9, Cochranland district, Tashkent, UZ, 100971",INVALID_JSON_DATA,,,,,,,,,,Tashkent,Cochranland,100971
488,Darin Butler,22,Female,54,,Hunterview,,12/30/1999 0:00,Data Science,,inactive,-2,average,253,8/7/2018 9:23,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['send', 'space'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['concern', 'unit']}, 'family': {'siblings': 5, 'income': {'father': 1457, 'mother': 1225}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}","['send', 'space']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]",4,5,2,"['concern', 'unit']",5,1457,1225,,,
489,,19,Male,,,South Zachary,yolandarodriguez@hall-baird.com,4/24/2010 1:56,Data Science,110,active,15.5,excellent,230,12/13/1976 0:00,"Port Jayton 7-kv, dom 3, Tashkent",INVALID_JSON_DATA,,,,,,,,,,Tashkent,,
490,,21,Female,59,9.98925E+11,Batesside,kevin16@gmail.com,10/27/2021 18:58,Other,114,inactive,15.5,excellent,198,8/29/1983 0:00,"80592 Wiley Views Suite 243, East Thomasville","{'hobbies': ['each', 'team'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 1}, 'soft': ['data', 'question']}, 'family': {'siblings': 4, 'income': {'father': 1122, 'mother': 940}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}","['each', 'team']","[{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]",2,4,1,"['data', 'question']",4,1122,940,Other,,
491,Richard Sandoval,20,Male,90,9.98289E+11,West Matthew,frankmcguire@galloway.com,2/13/1979 0:00,Data Science,92,inactive,4.46,good,70,11/16/1989 0:00,"North James 7-kv, dom 5, Tashkent","{'hobbies': ['article', 'drug'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 5}, 'soft': ['firm', 'reflect']}, 'family': {'siblings': 2, 'income': {'father': 250, 'mother': 889}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}","['article', 'drug']","[{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]",1,5,5,"['firm', 'reflect']",2,250,889,Tashkent,,
492,,18,Unknown,90,9.98171E+11,Rivasstad,,7/13/2000 0:00,Data Science,84,active,3.7,,96,5/9/1976 4:44,"Apartment 30, North Kimberlymouth district, Tashkent, UZ, 100183",INVALID_JSON_DATA,,,,,,,,,,Tashkent,North Kimberlymouth,100183
493,Raymond Schultz,19,Male,95,9.9843E+11,North Jordanton,,1/4/2003 0:00,Data Science,,pending,1.1,excellent,163,5/6/2001 0:00,"38022 Theresa Highway Suite 457, East Markbury",INVALID_JSON_DATA,,,,,,,,,,Other,,
494,,20,Male,90,9.98353E+11,West Josephburgh,,2/28/1999 0:00,Other,110,active,,good,180,10/30/1995 2:37,UZ 100134 Tashkent Fitzgeraldside,INVALID_JSON_DATA,,,,,,,,,,Tashkent,,100134
495,,20,Unknown,93,9.98404E+11,New Carolyn,,11/11/2012 0:00,Data Science,116,active,15.5,average,268,11/22/1982 18:35,UZ 100401 Tashkent Port Christopher,INVALID_JSON_DATA,,,,,,,,,,Tashkent,,100401
496,Ruth Pierce,20,Unknown,72,9.98629E+11,West Joelstad,,7/29/1977 0:00,Other,110,pending,,good,221,2/7/2003 0:00,"655 Hughes Rapid Suite 623, New Kevin","{'hobbies': ['consumer', 'operation'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 3}, 'soft': ['about', 'this']}, 'family': {'siblings': 2, 'income': {'father': 1109, 'mother': 913}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}","['consumer', 'operation']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]",4,2,3,"['about', 'this']",2,1109,913,Other,,
497,,20,Male,74,9.98645E+11,Destinybury,,1/21/2021 12:26,Python,92,pending,,excellent,188,11/28/1979 0:00,"Apartment 2, Bakerhaven district, Tashkent, UZ, 100284","{""hobbies"": [""hotel"", ""serve""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 5}, ""soft"": [""realize"", ""company""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 818, ""mother"": 495}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}","['hotel', 'serve']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]",3,5,5,"['realize', 'company']",3,818,495,Tashkent,Bakerhaven,100284
498,,21,Male,90,,Angelafurt,ahouston@gmail.com,6/27/2021 0:00,Data Science,,inactive,,excellent,151,5/26/1972 0:00,"27108 Mark Ranch, Jenniferchester","{'hobbies': ['close', 'class'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 5}, 'soft': ['nice', 'line']}, 'family': {'siblings': 3, 'income': {'father': 530, 'mother': 583}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}","['close', 'class']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]",5,5,5,"['nice', 'line']",3,530,583,Other,,
499,,20,Male,77,9.9836E+11,Carolshire,taylorwilliam@knapp.com,1/22/2022 7:45,Data Science,,inactive,1.17,average,85,1/14/2023 12:50,"89583 Crawford Crescent, Port William","{'hobbies': ['during', 'similar'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 4}, 'soft': ['according', 'race']}, 'family': {'siblings': 5, 'income': {'father': 463, 'mother': 998}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}","['during', 'similar']","[{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]",2,1,4,"['according', 'race']",5,463,998,Other,,
500,Jason Johnson,19,Female,61,9.9829E+11,Mariachester,,3/22/1979 7:15,Data Science,,active,15.5,excellent,162,2/3/1971 14:15,"47640 Lambert Camp Apt. 309, Port Keithport","{hobbies:['leg', 'kid']}",,,,,,,,,,Other,,
501,Dominique Steele,22,Male,77,,Natalieland,,8/4/1971 0:00,Data Science,,inactive,15.5,good,66,9/9/1988 0:00,"847 Thompson Fall Suite 006, Pooleburgh","{'hobbies': ['and', 'have'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 1}, 'soft': ['hope', 'cut']}, 'family': {'siblings': 2, 'income': {'father': 983, 'mother': 1182}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}","['and', 'have']","[{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]",4,1,1,"['hope', 'cut']",2,983,1182,Other,,
502,Erica Fisher,21,Unknown,91,9.98172E+11,North Jeffreytown,,1/7/2012 4:36,Data Science,64,inactive,-2,average,277,12/12/2009 6:45,UZ 100612 Tashkent New Catherinemouth,INVALID_JSON_DATA,,,,,,,,,,Tashkent,,100612
503,Bonnie Fitzpatrick,20,Female,76,,Lake Allison,goldengregory@garcia.net,2/25/2003 0:00,Data Science,109,active,4.5,,165,12/11/2020 21:06,"Apartment 8, Lake Gregory district, Tashkent, UZ, 100234","{'hobbies': ['nation', 'great'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['collection', 'difference']}, 'family': {'siblings': 0, 'income': {'father': 531, 'mother': 391}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}","['nation', 'great']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]",3,2,4,"['collection', 'difference']",0,531,391,Tashkent,Lake Gregory,100234
504,Tara Wood,21,Female,92,9.98214E+11,Sethtown,troywalters@thornton-obrien.info,2/20/2006 0:00,Data Science,,active,,,93,4/12/1975 11:14,"Carrieside 11-kv, dom 25, Tashkent","{hobbies:['nothing', 'concern']}",,,,,,,,,,Tashkent,,
505,Cody Smith,20,Male,90,9.98757E+11,East Michealstad,reginald97@bell.com,4/27/2009 0:00,Data Science,110,inactive,0,good,190,9/28/1990 0:00,"West Lindaburgh 28-kv, dom 1, Tashkent","{""hobbies"": [""really"", ""coach""], ""skills"": {""tech"": {""python"": 3, ""excel"": 2, ""sql"": 1}, ""soft"": [""opportunity"", ""maintain""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 870, ""mother"": 934}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}","['really', 'coach']","[{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]",3,2,1,"['opportunity', 'maintain']",1,870,934,Tashkent,,
506,Philip Johnson,18,Female,53,9.98977E+11,West Morganton,,1/30/1990 3:14,Data Science,90,active,0,good,221,9/2/1986 0:00,UZ 100704 Tashkent South Breannaview,"{hobbies:['option', 'history']}",,,,,,,,,,Tashkent,,100704
507,Jeremy Gonzales,22,Male,90,,Savagefort,,8/1/2023 12:46,Data Science,,inactive,1.55,,172,5/11/1978 0:00,"Port Jose 5-kv, dom 24, Tashkent","{hobbies:['data', 'level']}",,,,,,,,,,Tashkent,,
508,Patrick Morris,20,Unknown,90,9.98131E+11,Port Erinfort,arianawashington@yahoo.com,11/4/2011 0:00,Other,,inactive,,excellent,171,4/19/1998 3:54,"Apartment 46, Rickyport district, Tashkent, UZ, 100191","{""hobbies"": [""pull"", ""young""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 1}, ""soft"": [""it"", ""listen""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1343, ""mother"": 1340}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}","['pull', 'young']","[{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]",2,2,1,"['it', 'listen']",5,1343,1340,Tashkent,Rickyport,100191
509,,20,Male,,9.98321E+11,Lake Paul,ywatkins@hotmail.com,2/1/1996 2:27,Data Science,110,active,4.5,average,204,10/27/1993 0:00,UZ 100167 Tashkent New Aaron,"{'hobbies': ['reflect', 'anything'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 1}, 'soft': ['writer', 'huge']}, 'family': {'siblings': 3, 'income': {'father': 363, 'mother': 751}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}","['reflect', 'anything']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]",1,2,1,"['writer', 'huge']",3,363,751,Tashkent,,100167
510,Jodi Collins,18,Female,95,9.98521E+11,Gabrielhaven,kylerivera@hotmail.com,9/17/1981 20:59,Data Science,98,inactive,,,78,7/25/2021 2:11,"Reyesfurt 8-kv, dom 19, Tashkent",INVALID_JSON_DATA,,,,,,,,,,Tashkent,,
511,,19,Female,,9.98212E+11,Smithshire,rachel94@yahoo.com,5/17/1995 0:00,Other,85,inactive,3.7,excellent,105,1/7/1990 0:00,"Davisville 14-kv, dom 40, Tashkent",INVALID_JSON_DATA,,,,,,,,,,Tashkent,,
512,Richard Black,20,Male,63,9.98322E+11,West Donaldfort,,3/4/1989 0:00,Data Science,110,active,3.59,excellent,254,1/29/1970 11:05,"4538 Frost Mill, North Lisa","{'hobbies': ['yourself', 'anyone'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 4}, 'soft': ['east', 'opportunity']}, 'family': {'siblings': 2, 'income': {'father': 392, 'mother': 1135}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}","['yourself', 'anyone']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]",2,3,4,"['east', 'opportunity']",2,392,1135,Other,,
